51.49840586,-0.1604068824,1326378723,28.633345979100287,5
51.49820502,-0.1606269428,1326378728,19.4638190558234,5
51.49804155,-0.1605367034,1326378733,13.8387200162986,5
51.49769948,-0.1604581217,1326378738,27.664887958565362,5
51.49733998,-0.1606820971,1326378743,30.870767759630112,5
51.49709369,-0.160790974,1326378748,20.451166099278858,5
51.4967012,-0.1629849718,1326378778,30.45260476190547,15
51.49608549,-0.1629982236,1326378798,19.003867121044838,10
51.49577595,-0.1627860142,1326378803,26.944731969701138,5
51.49512512,-0.162686011,1326378813,26.171773886036668,10
51.4948725,-0.1627749749,1326378818,20.70525726973604,5
51.49502106,-0.1631475242,1326378823,22.051892393352666,5
51.49536376,-0.163561765,1326378828,34.33784016983635,5
51.49570729,-0.1637409022,1326378833,28.916198203745715,5
51.49588258,-0.1637460715,1326378838,14.03614328708042,5
51.49748882,-0.1554224532,1326379235,12.223823683586371,166
51.49756743,-0.1546713094,1326379240,37.963393322931864,5
51.49772508,-0.1543441746,1326379246,17.18263842999442,6
51.49775047,-0.1543038876,1326379250,3.5715619608908744,4
51.5113867,-0.1756095886,1326379271,17.17415154845615,10
51.49985835,-0.1541135872,1326379291,28.70674521775831,9
51.50009111,-0.1535505256,1326379296,33.68604913211976,5
51.50003556,-0.1529852993,1326379300,35.64878499210638,4
51.49966021,-0.152298355,1326379305,45.55417745411209,5
51.49935984,-0.1518211876,1326379310,33.82101852949989,5
51.49957508,-0.1514047274,1326379315,26.977096788199592,5
51.49985301,-0.1510250238,1326379321,24.341821840193468,6
51.49996837,-0.1508429307,1326379325,16.185473325193723,4
51.50009087,-0.1506406765,1326379331,11.719911613139576,6
51.50013901,-0.150498592,1326379335,10.077733438541358,4
51.50174467,-0.1515653474,1326379411,18.94367308404579,35
51.50264764,-0.1522178189,1326379449,18.204605448423678,17
51.50342451,-0.1511046199,1326379480,18.992964884855937,14
51.50382611,-0.1512336438,1326379485,32.788863337168756,5
51.50407733,-0.1515912598,1326379489,33.59064256417562,4
51.50429218,-0.1521286628,1326379494,31.829179599491173,5
51.50472995,-0.152053501,1326379500,29.372997409838238,6
51.5053709,-0.1519046165,1326379505,51.848276071950444,5
51.50585762,-0.1520323271,1326379509,49.35406738476802,4
51.50666098,-0.1526934377,1326379515,60.21976864730026,6
51.50732558,-0.1534485737,1326379520,65.16949500792985,5
51.50794712,-0.1541630525,1326379525,61.18565385759717,5
51.50839974,-0.1547134666,1326379529,56.807729665936535,4
51.50882544,-0.1552627722,1326379535,36.426885539404076,6
51.50900141,-0.1554880484,1326379540,18.01346601967939,5
51.50909046,-0.1556168965,1326379544,11.992764256744104,4
51.50926029,-0.1558848607,1326379550,15.880478161693233,6
51.5095254,-0.1562271777,1326379555,27.22935533177995,5
51.5097455,-0.1565372817,1326379559,29.29567899352294,4
51.51000694,-0.1568445794,1326379564,25.933828663762675,5
51.51021659,-0.1570609707,1326379570,16.624572225259804,6
51.51156051,-0.1548862116,1326379678,54.4034714436855,78
51.51172173,-0.1549884144,1326379681,23.125938436327008,3
51.51306793,-0.1557316853,1326379715,16.759171855452962,34
51.51463782,-0.1563264967,1326379774,21.894529478743006,12
51.51711661,-0.1575556383,1326379837,12.265848434577011,40
51.51732714,-0.1576452287,1326379839,43.59016278593904,2
51.51867897,-0.1582344949,1326379852,43.13030723687941,13
51.52112113,-0.1593270695,1326379915,20.670225427775517,43
51.52285099,-0.1540343713,1326380102,12.041411899640643,111
51.52322643,-0.1519785714,1326380114,44.469482513207,12
51.52329041,-0.1516104559,1326380117,31.731725939203166,3
51.5233599,-0.150170377,1326380129,29.979327948274904,12
51.52408078,-0.1420631378,1326380231,11.343204270174516,39
51.52465534,-0.1395223029,1326380245,48.09438790541747,14
51.52494863,-0.1386253214,1326380249,63.09297937828994,4
51.52514147,-0.1377014056,1326380253,60.6776205701279,4
51.52556274,-0.1360335897,1326380261,56.03802498973399,8
51.5257906,-0.1349428361,1326380270,31.839996178801943,9
51.52611605,-0.1339321872,1326380305,59.06700824061198,23
51.52718896,-0.1313090766,1326380344,25.321372087692428,15
51.5275819,-0.1302148756,1326380354,31.46427663915245,10
51.52772251,-0.1298648606,1326380357,34.587291221784476,3
51.52804812,-0.1288780641,1326380369,23.18159384858079,12
51.52813016,-0.1286191078,1326380372,24.123615165942425,3
51.52821868,-0.1282697239,1326380378,15.658183457957724,6
51.52837668,-0.1275829813,1326380383,36.46918681192829,5
51.52850516,-0.1273446507,1326380386,26.178768551988515,3
51.52877855,-0.1269598101,1326380391,29.09433368975173,5
51.52894958,-0.1266085753,1326380397,18.51296494711155,6
51.53047645,-0.1230605368,1326380468,15.460951296483392,59.00000000000001
51.53058555,-0.1227401242,1326380472,22.74034845391473,4
51.5306736,-0.122472383,1326380477,15.083525533395731,5
51.53087171,-0.1194381072,1326380542,11.695314254055706,60
51.53082215,-0.1191997958,1326380544,31.28686528320803,2
51.53023098,-0.1168152405,1326380560,39.95218679461658,16
51.53010658,-0.1163541019,1326380566,20.861496159280545,6
